compound,-0.4767
compound,0
compound,0
compound,-0.34
compound,-0.5719
compound,0
compound,-0.8126
compound,0.4019
compound,-0.128
compound,0.3612
compound,0.2263
compound,-0.3182
compound,-0.2732
compound,0
compound,0.2732
compound,0
compound,0
compound,0.4019
compound,0
compound,0
compound,-0.6597
compound,0.3612
compound,0
compound,0
compound,0.5994
compound,0
compound,0
compound,0.34
compound,0
compound,0
compound,0
compound,-0.0498
compound,0.128
compound,0
compound,0
compound,0
compound,0.3612
compound,-0.1779
compound,0.34
compound,0.34
compound,0.4019
compound,0.296
compound,0
compound,0
compound,0.3595
compound,0
compound,0.6808
compound,0
compound,0
compound,0.1513
compound,0
compound,0.0762
compound,0.7096
compound,0
compound,0
compound,0
compound,0.296
compound,-0.5574
compound,-0.128
compound,0
compound,-0.34
compound,0
compound,0
compound,0.2263
compound,0
compound,0
compound,0
compound,0
compound,0
compound,-0.5719
compound,0
compound,0.296
compound,0.4939
compound,0.4767
compound,0.34
compound,0
compound,0
compound,0
compound,0
compound,0.4588
compound,0
compound,0
compound,0
compound,0
compound,0
compound,0
compound,0
compound,0
compound,0
compound,0.4588
compound,0
compound,-0.3818
compound,0.1027
compound,0
compound,0.4019
compound,0
compound,-0.4019
compound,0
compound,0
compound,0
compound,-0.8481
,0.032906931
,0.283230133
